"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0050806","GO:0050806","positive regulation of synaptic transmission","72/3444","177/18805",0.406779661016949,2.22110671469911,7.72865793221449,2.91923789893586e-12,5.31215437668123e-10,4.29209312137659e-10,"5924/135/64084/1812/6804/6857/793/2903/2043/1813/107/22883/6616/9378/348/6622/4311/9495/5581/5575/10636/10211/286097/27092/6812/9498/6543/114/10858/8938/84062/57616/5621/9746/11170/5743/51247/3156/10368/5270/1139/1956/794/5594/1392/59284/65018/351/51304/4355/23096/112755/2332/10874/57512/9215/10369/7143/59283/9211/2670/6844/8878/4915/134/27020/10769/2185/347730/25769/6869/23237",72
"GO:0099175","GO:0099175","regulation of postsynapse organization","63/3444","148/18805",0.425675675675676,2.324283124588,7.65839469115912,6.32305349719594e-12,1.11773519963289e-09,9.03103189719806e-10,"2043/4897/348/23316/2045/4131/144165/8851/3360/9201/9252/25945/5802/2895/7804/9379/3556/57497/547/8499/7474/1793/80725/5881/84062/65078/5621/1072/998/26037/55619/27067/5063/79953/85461/5789/3706/26052/55737/10611/1000/9732/9148/57524/351/11141/57142/57468/26999/51517/5048/100528062/50807/9113/9912/4139/65981/4738/2185/347730/7074/23237/6792",63
"GO:0021537","GO:0021537","telencephalon development","99/3444","280/18805",0.353571428571429,1.93057802389248,7.42847468401504,7.13311159992191e-12,1.22590448524213e-09,9.90501373918981e-10,"63974/4747/2044/1812/64919/10716/1813/4142/7280/22903/26047/56978/89927/221692/664/8851/358/5915/8482/6496/5802/3737/57688/3398/27086/7804/66000/583/146760/7474/2016/6091/65078/26468/3400/10718/4781/10371/79143/1956/23224/1600/2523/79048/1745/55636/79600/84750/493/1000/6867/7545/200894/3361/3746/4677/23287/4771/22911/57142/55766/1499/6326/91584/2316/51199/57178/2258/114327/3736/1398/5048/6715/9513/55079/3738/54407/9215/22884/7143/2618/170302/140679/85458/200933/1021/6506/4915/8648/1399/552/79648/3251/3362/5728/81565/1902/23334/285025",99
"GO:0099072","GO:0099072","regulation of postsynaptic membrane neurotransmitter receptor levels","54/3444","119/18805",0.453781512605042,2.47774719643955,7.6570661778862,9.97847137142907e-12,1.66499495064713e-09,1.34527592160527e-09,"10439/389941/4884/22883/3208/23136/2060/1173/51617/27092/2895/66000/57554/5911/51760/375567/23154/2319/10368/4983/7037/1948/55737/59284/1175/55061/8766/23345/55914/57468/23096/163/57477/23426/2064/112755/10369/160/59283/9211/1739/9912/55182/9474/6750/11337/868/1500/2059/8500/1902/9135/23237/81831",54
"GO:0007613","GO:0007613","memory","57/3444","129/18805",0.441860465116279,2.41265564649002,7.62318010139967,1.02262498989156e-11,1.66499495064713e-09,1.34527592160527e-09,"338811/1812/793/3356/2903/5176/5923/1813/55450/107/6616/348/23316/10636/50944/4137/894/814/6860/22849/6543/114/84062/5621/1141/5743/51247/22986/3269/4130/5532/1139/3776/57338/3949/57144/8850/351/6326/23208/2258/4593/8704/54207/3643/9215/6446/2237/9867/164312/6285/10769/8516/7436/25769/6869/23237",57
"GO:1990138","GO:1990138","neuron projection extension","68/3444","169/18805",0.402366863905325,2.19701186868166,7.40137495253735,2.10002436945246e-11,3.33150019841087e-09,2.69177212699858e-09,"51299/10439/6857/6456/7224/5361/4897/348/3984/114804/4131/114798/144165/9201/8482/5802/4137/2664/23767/6860/65059/66000/6585/214/57699/51760/7474/2016/65078/151835/344901/9746/2335/1982/5532/10371/26053/2803/3676/3913/23499/59284/23025/23122/57142/84258/1499/91584/22902/203228/23327/26999/1954/81628/5048/23011/7143/9962/3897/127833/6586/55364/6285/51393/81565/7074/4133/6792",68
"GO:0051960","GO:0051960","regulation of nervous system development","141/3444","454/18805",0.31057268722467,1.69579540745061,7.10602227922454,2.21631862173752e-11,3.42809082817251e-09,2.76981503542934e-09,"147381/4747/64084/2043/5176/7533/1813/7224/5583/22883/56288/9378/158038/84189/4311/23316/22891/3984/1814/2045/4131/114798/6653/11076/10636/5915/8482/5802/4137/3398/627/56896/4602/23768/27242/2895/6664/9693/57633/7804/2664/23767/6860/6585/139065/9896/3556/2119/1630/7474/7070/5530/1946/6091/1636/5803/65078/9746/3400/10154/2335/26230/1982/5270/10371/387804/1956/5108/27067/1600/57465/79953/3949/2803/22933/5789/3706/85440/1745/55636/23499/2247/6376/3845/57463/9148/351/5783/11141/10800/26259/4771/23175/22920/57142/23462/1499/8140/5605/22902/9444/23096/6009/51199/2258/8153/8882/1954/2332/10413/5048/9513/55079/100528062/22906/23011/4988/7143/6281/3897/2670/1739/23129/140578/3981/5364/4915/65981/8553/84079/23405/27020/51393/5728/23363/347730/51441/7074/4133/6792/7472",141
"GO:0045055","GO:0045055","regulated exocytosis","84/3444","228/18805",0.368421052631579,2.01166024818143,7.27714898532592,2.46865774044824e-11,3.7252647415008e-09,3.00992441832829e-09,"22987/57586/9783/9899/93664/6855/1113/6804/6857/5028/10814/6616/9145/6622/134957/8448/22895/376267/440279/85477/3745/8618/63908/148281/26059/9381/192683/9900/5217/6860/84446/9066/6812/613/9498/51760/8499/261729/9751/6853/6854/8775/6845/1393/8938/57102/55207/84062/112476/3134/9143/8541/5864/11069/5532/3598/594855/23025/785/10497/84258/6284/8867/23208/3351/11280/80223/5293/23396/112755/2332/10890/150/5413/4627/28964/6844/127833/200933/26056/3684/80331/10125/8723",84
"GO:0022604","GO:0022604","regulation of cell morphogenesis","89/3444","247/18805",0.360323886639676,1.96744793503458,7.2469863195435,2.55511990674545e-11,3.76393496738907e-09,3.04116903186320e-09,"1690/57464/6857/5028/2043/23136/23316/114804/56990/57619/7804/226/6860/57699/51760/7474/22854/1946/5881/85369/51057/5921/151835/344901/121512/10154/2909/2335/23433/1072/103910/221061/27067/4628/57465/5789/3706/23499/445815/59284/23025/989/11141/26259/1857/4771/4478/84258/9886/84628/23327/4343/23426/118987/9948/960/23189/55742/221472/1398/5962/5048/100528062/254065/23011/11149/10602/9962/114793/4627/127833/1739/23129/7429/5364/55023/128486/65981/84079/5064/2059/23363/1902/2185/4649/7074/23237/6792/79784",89
"GO:0050773","GO:0050773","regulation of dendrite development","48/3444","102/18805",0.470588235294118,2.5695156111225,7.52587562528952,2.82716379136246e-11,4.06782845980454e-09,3.28670767323875e-09,"1996/2043/7533/7224/23072/23316/6383/29993/56896/120114/9693/7804/5911/1630/4734/5530/26012/1141/23043/85442/27067/57465/57520/5789/114788/3706/124925/11141/26259/23345/57118/54664/23327/1398/5048/100528062/23011/23242/1608/4139/65981/1399/23271/84079/23363/7436/7074/6792",48
"GO:0099111","GO:0099111","microtubule-based transport","83/3444","226/18805",0.367256637168142,2.00530228279527,7.19924028506205,3.90476593544682e-11,5.49063337332034e-09,4.4362998630232e-09,"440193/4747/5874/3798/144535/4131/4744/27152/7275/27031/4137/79925/11127/164781/152110/66000/339829/547/80217/23299/361/1780/55081/55207/51057/2319/84062/55605/8481/636/200162/667/4130/5861/998/27019/3800/23224/5108/27067/8701/22820/8546/10947/23162/8100/57576/25999/8655/5870/25981/1778/6103/351/55638/23287/22920/8120/1770/117178/282991/55112/7345/4117/55582/26256/6647/5048/22906/23011/90990/3064/9474/127829/57560/220136/92558/10125/3281/81565/57662/4133/55686",83
"GO:0051952","GO:0051952","regulation of amine transport","42/3444","84/18805",0.5,2.73011033681765,7.5248157491472,4.21009934472279e-11,5.78841881017775e-09,4.67690334224293e-09,"135/1113/1812/6804/6857/5028/5999/3356/1813/6623/6622/1814/3745/3737/156/9900/4986/81539/5865/6860/2912/6812/23204/10550/5997/9607/84062/1141/1392/65018/8140/23208/3351/4735/54407/150/1137/151/134/124935/552/6558",42
"GO:0140238","GO:0140238","presynaptic endocytosis","41/3444","81/18805",0.506172839506173,2.76381540270429,7.53257166221727,4.34702227111884e-11,5.84674495465484e-09,4.7240294657994e-09,"57030/5874/6804/273/9892/6456/6620/1759/6623/6622/29993/1173/9829/9066/85439/284697/22848/8871/808/10396/5532/805/1211/4983/57465/10947/26052/1175/8120/6093/801/8867/1212/23208/163/23396/84251/160/6844/60/1487",41
"GO:1903829","GO:1903829","positive regulation of protein localization","150/3444","499/18805",0.30060120240481,1.64134889989037,6.87535054649479,7.5560499185352e-11,9.94665549914411e-09,8.03665869274887e-09,"135/1131/55294/4826/5122/5583/6616/9378/57628/3208/348/6622/7447/5295/9495/5581/6653/8851/9868/7273/3745/25924/11261/4137/2035/322/9747/3843/1080/2770/5599/2040/3479/10580/2042/5593/7474/5478/65985/6721/2181/114/2182/2746/8938/23255/5621/7107/9585/9746/5116/100507043/10576/5743/64083/636/25937/11069/4130/5532/998/1956/94121/952/25874/7443/5108/51366/23171/4628/7037/340146/23400/2767/7099/10575/54972/2037/55737/10055/7332/493/4946/7545/1392/25999/785/5563/65018/351/4836/3326/55638/6950/4771/57142/10497/4478/22885/22902/2316/3670/23208/6934/5481/5566/10445/1950/8314/8882/2064/23184/1398/10542/10413/5962/5494/83666/9619/10369/80279/43/3716/161291/5573/89781/56262/1981/6844/1739/8878/7429/163882/3684/10694/682/1399/5290/57602/55204/1500/1540/51100/654/51160/114899/285966/5578/26354/324",150
"GO:0007612","GO:0007612","learning","64/3444","160/18805",0.4,2.18408826945412,7.12212881330972,1.08976083080497e-10,1.40465630420632e-08,1.13492854945017e-08,"1996/338811/84152/64084/1812/54112/4212/3356/2903/5153/10716/1813/6616/9378/26047/1814/10636/50944/4761/4986/4885/84446/9379/2558/7419/6543/10396/65009/1141/5743/22986/109/3269/3156/4130/5532/23542/57338/85461/57144/1392/3845/92521/351/8622/57468/8867/27087/23208/2258/8704/5538/3643/7143/7416/3064/2055/28964/9369/4915/164312/25769/6869/23237",64
"GO:0021953","GO:0021953","central nervous system neuron differentiation","79/3444","215/18805",0.367441860465116,2.00631364287065,7.02683642241708,1.11388628008664e-10,1.40645192140736e-08,1.13637936501213e-08,"1996/6096/26038/1812/8543/2043/64919/10716/1813/5361/9378/56978/57795/9201/4137/57688/1009/2895/9693/57282/23017/6695/1630/7474/6324/2016/6091/5881/1141/26468/3400/2909/4781/85442/57704/4983/4929/79048/137970/1745/91137/79600/64283/9760/9331/23287/22911/658/4040/1499/151449/91584/3670/51199/57178/51286/57410/538/1398/5048/55079/9334/170302/431707/2055/7484/200933/4915/1399/79625/3251/5728/81565/23334/2560/55681/4133/7472/8321",79
"GO:0060996","GO:0060996","dendritic spine development","46/3444","99/18805",0.464646464646465,2.53707223219418,7.26053055280629,1.24737563138382e-10,1.54350260627434e-08,1.24711302598774e-08,"4208/815/2043/348/116443/23316/22891/8851/50944/5802/9922/7804/22849/547/8499/80725/84062/8440/1501/1982/1072/998/26037/55619/27067/5063/5789/3706/26052/10611/9148/11141/8550/57468/2332/5048/100528062/221935/50807/9912/65981/5728/1902/7074/23237/6792",46
"GO:0051056","GO:0051056","regulation of small GTPase mediated signal transduction","101/3444","303/18805",0.333333333333333,1.82007355787844,6.81415068172125,2.13645726105123e-10,2.59181589688705e-08,2.0941249809561e-08,"3925/5924/139818/84033/5923/19/221178/4233/348/5909/115557/50650/8997/1123/57568/23108/56990/10564/10211/3685/9922/10144/50861/4254/8567/23263/613/9290/10982/3479/29/9901/9826/6091/7126/55667/65078/440073/10395/9815/121512/2909/81704/26230/286205/26037/55619/4983/84253/26053/85440/6655/1795/64283/395/3845/10928/22821/4650/57142/117178/9750/1452/23096/9411/23075/23189/2064/57449/23365/221472/8452/1398/23348/5962/7204/27352/83478/27/28964/26030/9912/8878/8216/11337/10451/55738/5364/1399/10125/2059/57636/1902/221938/4649/7074/201176/7409/6792/5516/9448",101
"GO:0046928","GO:0046928","regulation of neurotransmitter secretion","41/3444","85/18805",0.482352941176471,2.63375350140056,7.14809013345536,2.9846145217301e-10,3.55111731652771e-08,2.8692174825296e-08,"4208/22987/57586/9783/9899/135/815/6804/6857/5028/6623/79772/6622/134957/9627/9381/286097/5217/6860/6812/9498/8499/6853/8938/84062/5864/90342/27345/594855/55784/785/23208/3351/112755/2332/57512/54407/5413/28964/127833/200933",41
"GO:0051962","GO:0051962","positive regulation of nervous system development","96/3444","285/18805",0.336842105263158,1.83923222690874,6.75975630473004,3.15095248831696e-10,3.67829114060699e-08,2.97197087726261e-08,"147381/4747/64084/2043/5176/1813/7224/5583/22883/9378/158038/84189/4311/23316/22891/3984/4131/114798/10636/8482/4137/3398/627/4602/23768/2895/6664/57633/7804/2664/23767/139065/3556/2119/1946/6091/1636/5803/9746/3400/10154/2335/26230/1982/5270/387804/1956/27067/57465/79953/2803/5789/3706/23499/2247/6376/3845/57463/9148/11141/10800/26259/1499/8140/5605/22902/9444/23096/6009/51199/8153/1954/2332/5048/9513/100528062/22906/23011/4988/3897/2670/23129/140578/3981/5364/4915/65981/84079/23405/27020/51393/23363/347730/7074/6792/7472",96
"GO:0030048","GO:0030048","actin filament-based movement","57/3444","139/18805",0.410071942446043,2.23908329782167,6.94271312443056,3.62750121706719e-10,4.15060105933925e-08,3.35358594519954e-08,"3760/440193/54749/817/54874/2257/6323/55800/9722/3759/6335/5144/8913/7139/5318/6328/6334/4430/6324/4646/6262/4644/4842/122786/23224/23171/1832/4628/6330/3741/29119/7798/4650/6332/6093/6326/2316/9444/23327/2258/11280/476/55742/287/4627/22998/1739/7456/7429/134/10142/5290/3781/7341/5142/3752/79784",57
"GO:0016049","GO:0016049","cell growth","146/3444","492/18805",0.296747967479675,1.62030938689178,6.60173526790748,3.68972132315595e-10,4.15060105933925e-08,3.35358594519954e-08,"51299/10439/6857/5999/6456/7224/817/5361/4897/22883/348/3984/114804/2045/4131/114798/144165/9868/55384/9201/8482/6416/5802/4137/627/85004/27086/2664/23767/6860/65059/66000/6585/214/23678/57699/6695/1630/3479/6098/51760/7474/147906/9826/10235/1946/2016/2182/5997/65078/151835/344901/9746/57446/11170/10718/2335/3486/9472/3300/1982/5270/5532/10371/998/1956/952/11116/26053/2803/3676/8470/57144/84722/1027/3913/91/23499/10611/23251/59284/23025/6386/351/23122/57142/57805/84258/1499/91584/22902/203228/56981/7490/23327/51199/2258/8153/5465/347252/26999/4211/8314/131566/2064/4089/1954/5538/1398/10413/81628/5048/64223/23011/3872/7143/64769/9767/3488/9962/6446/4856/11054/1981/3897/9211/127833/6586/55364/23242/51616/55031/65981/1399/552/734/54879/6285/51393/28956/81565/2185/64061/7074/4133/6792",146
"GO:0050433","GO:0050433","regulation of catecholamine secretion","26/3444","42/18805",0.619047619047619,3.38013660748852,7.31176690708501,4.83370936720472e-10,5.34038568837422e-08,4.3149033430179e-08,"135/1113/6804/6857/5028/3356/1813/6623/6622/1814/3745/3737/156/4986/6860/2912/9607/84062/1141/1392/65018/23208/3351/150/1137/151",26
"GO:0016082","GO:0016082","synaptic vesicle priming","19/3444","25/18805",0.76,4.14976771196283,7.46187011464588,5.35351607104774e-10,5.8109129704513e-08,4.69507808336209e-08,"9783/6855/6804/6616/6622/134957/22895/440279/63908/26059/9900/84446/6812/8775/9143/23025/10497/8867/112755",19
"GO:0034762","GO:0034762","regulation of transmembrane transport","142/3444","478/18805",0.297071129707113,1.62207392396697,6.52314756993701,5.92972983191516e-10,6.32538594311363e-08,5.11075988598277e-08,"3747/3760/3763/8787/1812/1131/53826/5999/2903/7533/817/88/57628/3208/2257/6622/5295/9495/5581/5774/23596/7881/9722/7871/3787/114882/30819/51582/11261/50944/30818/3759/481/7402/844/3765/5144/4986/27092/3788/8514/81539/9747/782/1080/2040/27075/3479/2280/51719/10580/7070/4734/808/57620/5530/2946/6324/1393/23204/10550/1636/10971/5997/344901/5621/57120/6262/4842/1756/784/51422/9472/4205/10368/23433/5532/805/23542/3758/57338/27347/54997/825/55636/6330/10776/493/1392/6376/25999/3790/59284/57463/785/3746/11331/801/8140/3768/2316/23327/2258/5566/4735/538/9843/2332/1612/3643/287/150/5292/91404/50488/3755/10369/4988/7009/7416/3064/59283/6844/1739/9474/79026/6506/124935/65268/10142/117532/79041/3781/7525/7341/5142/285966/29979/2185/219527/26060/60",142
"GO:0030705","GO:0030705","cytoskeleton-dependent intracellular transport","75/3444","207/18805",0.36231884057971,1.97834082378091,6.70176469146367,6.87631608168998e-10,7.21080806735863e-08,5.82615969169416e-08,"440193/4747/10376/5874/3798/54874/4131/4744/144165/27152/7275/203068/4137/11127/164781/6860/66000/547/23299/8499/1780/55081/55207/51057/2319/84062/55605/4644/636/200162/667/4130/5861/998/3800/23224/5108/27067/22820/8546/10947/23162/8100/57576/25999/8655/5870/1778/6103/351/55638/23287/22920/8120/117178/282991/55112/7345/4117/6647/5048/22906/23011/90990/3064/9474/127829/57560/92558/10125/3281/81565/57662/4133/55686",75
"GO:0099068","GO:0099068","postsynapse assembly","40/3444","84/18805",0.476190476190476,2.60010508268348,6.95938037605988,7.97490353255182e-10,8.22345469264969e-08,6.64435383791028e-08,"389941/4884/9378/4131/144165/2596/3360/9201/25945/5802/2895/9379/3556/7474/1793/5881/65078/55619/79953/5789/55737/1000/9732/9148/6712/57524/57142/84628/57468/26999/51517/1398/114784/9113/4139/1399/5728/4738/2185/347730",40
"GO:0015837","GO:0015837","amine transport","44/3444","97/18805",0.45360824742268,2.4768011303088,6.90464176119683,8.17756853921331e-10,8.29419943477258e-08,6.70151389003003e-08,"135/1113/1812/6804/6857/5028/5999/3356/1813/6623/6622/1814/3745/3737/156/9900/4986/81539/5865/6860/2912/6812/23204/10550/5997/9607/84062/1141/1392/366/65018/8140/23208/3351/4735/54407/150/1137/151/134/124935/552/28982/6558",44
"GO:0043269","GO:0043269","regulation of monoatomic ion transport","140/3444","472/18805",0.296610169491525,1.6195569794681,6.45479467348487,8.78644908540736e-10,8.76802588571215e-08,7.08435427955849e-08,"3747/3760/3763/8787/135/1812/815/53826/5028/5999/3356/2903/7533/1813/817/88/57628/3208/2257/6622/818/1272/9495/55800/5581/1814/5774/7881/9722/7871/3787/9455/30819/11261/30818/3759/2035/481/7402/844/468/3765/5144/4986/3788/8514/9747/782/2847/1080/2040/3350/5318/27075/2280/51719/5593/154215/7070/4734/808/51669/57620/5530/2946/6324/1636/10971/286183/5621/57120/6262/5743/4842/1756/784/9472/5270/5532/805/3758/57338/23171/27347/54997/825/55636/6330/3741/493/1392/6376/3790/57463/79570/785/3746/5205/11331/801/1499/3768/2316/23327/2258/3351/5566/1950/538/9843/476/2332/287/150/91404/3755/7009/7416/3064/196996/6844/1739/9474/79026/4129/134/65268/4302/10142/117532/79041/7466/51393/3781/7341/5142/285966/29979/2185/219527",140
"GO:0035249","GO:0035249","synaptic transmission, glutamatergic","48/3444","111/18805",0.432432432432432,2.36117650751797,6.81038655974677,1.04922741042782e-09,1.01835987667214e-07,8.22810316081429e-08,"4208/135/57030/1812/6857/2893/3356/2903/1813/9378/57084/116443/1814/440279/63908/27092/2895/2912/6812/2899/2897/8775/2911/2908/84062/57616/9746/5743/10368/5270/1956/23542/4983/59284/23025/785/10497/23096/3351/2914/54407/10369/7143/59283/134/121551/2185/2913",48
"GO:0051648","GO:0051648","vesicle localization","79/3444","224/18805",0.352678571428571,1.92570282686245,6.59945399199987,1.05341897700044e-09,1.01835987667214e-07,8.22810316081429e-08,"93664/9892/1759/6616/3798/9378/54874/6622/440279/8618/11127/8927/6860/84446/6812/583/284697/8825/547/357/8499/55212/6853/6854/1780/23233/8938/84062/4644/5864/5861/3800/8027/79953/8546/10947/1639/23400/10540/3676/26052/1000/4033/23025/11336/65018/6386/23122/55638/8766/22920/8120/10497/282991/1499/8867/23208/8224/59349/8452/5048/5871/22906/84364/90990/5413/51248/3064/6385/92558/10125/5728/81565/10016/23332/55327/1487/4133/55686",79
